,Generation,label
10,"""Putin and Xi are using the coronavirus crisis to extend their control. Across the world, Trump is struggling to keep up""""with the competition."" """" ""In the face of the coronavirus crisis, both Putin and Xi are seeking to gain greater control over their citizens and territory. Putin has devoted significant resources to controlling state media and clamping down on dissent, while Xi has pushed hard for a ""social credit"" system that would monitor and control the activities of Chinese citizens. Meanwhile, President Trump is struggling to keep up with the sheer breadth of their initiatives, instead focusing on domestic issues in the United States. Trump has implemented travel bans on select countries, imposed stringent social distancing measures, and secured billions of dollars for stimulus packages. However, his efforts have been limited in extent compared to the actions of Putin and Xi, whose initiatives appear to be more far-reaching and ambitious.""",instructgpt
11,"""How this South Korean company created coronavirus test kits in three weeks"""""" """" ""South Korean diagnostics firm SD Biosensor was able to develop and mass produce a coronavirus test kit in just three weeks. The company relied on its existing infrastructure, a highly skilled local workforce, and direct collaboration between its research and development and manufacturing departments. In order to quickly complete the development process, the firm looks to existing RT-PCR technology, a diagnostic tool that is commonly used to detect genetic material from viruses. The firm also employed the help of researchers from Korea University and the Korea Centers for Disease Control and Prevention.""",instructgpt
12,"""The 30 most troubling lines from Donald Trump's latest news conference on coronavirus"""""" """" ""1. “We have a virus that nobody has ever seen before.”"" ""2. “One day, it’s like a miracle, it will disappear.”"" ""3. “We have to open our country because it was heading in a direction that was not good.”"" ""4. “I’m not going to drive this country or the world into a frenzy.”"" ""5. “Look at what’s happened in other countries, where they just stayed closed, and they suffered greatly.”"" ""6. “I'm allowing the governors to make the decisions.”"" ""7. “I don't take responsibility at all.”"" ""8. “I don't take full responsibility.”"" ""9. “I don't even think that [the death toll] will be close to what the numbers have been in other countries.”"" ""10. “This is going to go away without a vaccine.”"" ""11. “The numbers [of deaths] are very minuscule compared to what it was projected.”"" ""12. “The problem that we have is the fake news.”"" ""13. “This is a pandemic that should have never happened.”"" ""14. “I don't think [the] testing is overrated.”"" ""15. “It's going to disappear.”"" ""16. “We may have had a plague come into our country.”"" ""17. “We’re going to have to live with the virus.”"" ""18. “The testing is doing a tremendous disservice to the country.”"" ""19. “I think we’re going to be very good with the coronavirus.”"" ""20. “But, unfortunately, it [the death toll] is what it is.”"" ""21. “We’re facing a very, very lousy situation.”"" ""22. “The virus will sort of disappear. I hope.”"" ""23. “This was a problem that should have been stopped at the source, meaning China.”"" ""24. “This is a very contagious virus. It’s incredible.”"" ""25. “It’s""",instructgpt
13,"""Coronavirus could hurt Boeing more than the 737 Max crisis"""""" """" ""The coronavirus could have a much more devastating financial impact on Boeing than the 737 Max crisis. The coronavirus has caused a dramatic drop in air travel, resulting in an immediate and severe impact on airlines that are key customers of Boeing. Furthermore, the virus has exacerbated an already existing global economic downturn, adversely impacting corporate spending, reducing demand for commercial aircraft, and delaying or cancelling orders with Boeing. In addition, the disease has caused significant supplier disruptions, which could cause lengthy delays in the production of Boeing aircraft.""",instructgpt
14,"""Hong Kong protests: How unrest criminalized a generation"""""" """" ""The protests in Hong Kong stem from a desire for democracy, human rights, and more autonomy from mainland China. The protests, which began in June 2019, have resulted in millions of people taking to the streets to express their opinions and demands for change. As a result, the Hong Kong government has responded with increased force and criminalization of protesters. Hundreds of protesters have been arrested and charged with various crimes, some of which carry heavy sentences."" """" ""One of the most concerning aspects of the protests is how quickly they have gone from peaceful demonstrations to a criminalized event. The Hong Kong government has used the cover of the protests to impose new laws that allow for greater control over the population and criminalize activities that they deem to be a threat. Examples of criminalized activities include wearing masks, gathering in public, and speaking out against the government. These activities were previously legal, but now protesters risk facing long-term jail sentences for participating in a peaceful demonstration."" """" ""The criminalization of the protests has had a devastating effect on the youth of Hong Kong. Many have had their futures put in jeopardy as they face arrest and jail time for participating in protests. This has the potential to have a long-term impact on the young people of Hong Kong as they could be denied employment opportunities in the future due to their involvement in the protests."" """" ""The criminalization of the protests in Hong Kong has shown the world the lengths the government is willing to go to in order to suppress the voice of its people. It has also served as a stark reminder of the power the government has in criminalizing acts of dissent. It is important for the international community to stand in solidarity with Hong Kong and use whatever means available to ensure that the rights of the people are respected and their demands for change met.""",instructgpt
15,"""Christmas in Hong Kong marked by demonstrations and tear gas"""""" """" ""Christmas in Hong Kong was marked by widespread demonstrations and the use of tear gas against protesters by police. The protests in Hong Kong are part of a long-running anti-government movement which has seen widespread demonstrations since June 2019. The protests began in response to the now-withdrawn extradition bill, but have since grown to encompass a range of issues related to democracy, autonomy and police brutality."" """" ""Riot police used tear gas and rubber bullets on the protesters who had gathered in shopping districts and outside government buildings on Christmas Eve and Christmas Day. Protesters responded by setting a Christmas tree on fire and chanting anti-government slogans. Despite the loss of festive cheer, the protesters remained defiant, with many saying that taking to the streets was necessary to fight for their rights."" """" ""The protests and police response have raised concerns from international governments and human rights bodies. The US State Department has called for restraint from the Hong Kong police and stressed the importance of protecting freedom of speech and the right to peaceful assembly.""",instructgpt
16,"""New arts district aims to brighten Chennai community's dark reputation"""""" """" ""A new arts district is aiming to give Chennai, India, a brighter future by providing a space for creativity and culture. The district, located in the city’s central neighbourhood of Royapettah, is being established as a “renaissance hub” that will bring together artists, creatives and local businesses."" """" ""The district, which is supported and funded by the Department of Tourism and Cultural Affairs, the Tamil Nadu Industrial Development Corporation, and the Chennai Corporation, will feature galleries, performance theatres, artist studios and cultural facilities. The area is also home to a number of schools, colleges, and government and private institutions, providing a ready-made audience for the district’s offerings."" """" ""The district's organizers are hoping to strengthen Chennai's reputation as an arts and culture destination and position the city as a leader in the creative economy. Currently, the city is known for its old-world charm and traditional industries, including textiles, leather and metalworking. The district hopes to bring a new dimension to this profile, with the integration of modern art and creative spaces."" """" ""There will also be programs and initiatives, such as workshops and mentorship opportunities, to develop the skills of young creatives and bring in new talent. This is all part of the district’s mission to create a vibrant and welcoming space that encourages collaboration and creativity."" """" ""The district is expected to be completed by the end of 2021, and its organizers hope it will help Chennai to gain both local and international recognition for its culture and art. The district is already receiving a great deal of interest from local artists and businesses, and it promises to be an exciting new addition to the city.""",instructgpt
17,"""From east Paris to world fame -- how imagination and travel fueled Christian Louboutin's success"""""" """" ""Christian Louboutin, the world-renowned shoe designer, is one of the most recognizable names in the fashion industry. His designs are famed for their red-soled shoes, which have become an iconic symbol of luxury and glamour."" """" ""But what is the story behind his international success? The answer lies in his combination of imagination and travel."" """" ""Louboutin was born and raised in east Paris, a part of the city he still loves and is inspired by. It was here that he developed his passion for shoes and the craftsmanship that went into making them."" """" ""Louboutin also has an unwavering interest in travel. From an early age, he was taken on trips around France, Europe, and Africa. He often noted in interviews that the way people dress and accessorize reflects culture and local customs—an insight that he credits to his travels."" """" ""In addition to his global travels, Louboutin is also known for his relentless use of imagination. He often draws from his dream-like imagination when designing shoes, creating entire collections based on fantasy. For example, one of his most iconic designs was the ""Daffodile"" platform boot—a design inspired by his vision of a voluptuous, flamenco-dancing woman."" """" ""The combination of travel and imagination has been instrumental in fueling Louboutin’s international success. The juxtaposition of culture, exoticism, and fantasy that Louboutin creates in each of his designs is what makes them so desirable. And it is this same combination that has put him on the world stage.""",instructgpt
18,"""12 famous buildings in India: From ancient wonders to modern marvels"""""" """" ""1. Taj Mahal, Agra"" ""2. Qutb Minar, Delhi"" ""3. Lotus Temple, Delhi"" ""4. India Gate, Delhi"" ""5. Red Fort, Delhi"" ""6. Chhatrapati Shivaji Terminus, Mumbai"" ""7. Hawa Mahal, Jaipur"" ""8. Sanchi Stupa, Sanchi"" ""9. Brihadeeswarar Temple, Thanjavur"" ""10. Charminar, Hyderabad"" ""11. Gol Gumbaz, Bijapur"" ""12. Konark Sun Temple, Konark""",instructgpt
19,"""Coronavirus: Which countries have travel bans?"""""" """" ""Many countries around the world have implemented travel restrictions and bans due to the coronavirus pandemic. These restrictions vary by country and may include bans on non-citizens or non-residents entering the country, restrictions on certain types of travelers, or complete travel bans."" """" ""The following countries have implemented travel bans:"" """" ""- United States"" ""- United Kingdom"" ""- Canada"" ""- European Union"" ""- Australia"" ""- New Zealand"" ""- China"" ""- India"" ""- South Korea"" ""- Japan"" ""- Singapore"" ""- Saudi Arabia"" ""- Israel"" ""- Mexico"" ""- Ecuador"" ""- Brazil"" ""- Peru"" ""- Argentina"" ""- Colombia"" ""- Panama"" ""- El Salvador"" ""- Costa Rica""",instructgpt
20,"""Mount Everest closed over coronavirus fears"""""" """" ""Yes, Mount Everest was closed due to the coronavirus pandemic. The Nepalese government announced on April 1, 2020 that it was closing the mountain and its base camp to tourists and climbers until at least the end of April. The closure is a measure to prevent the spread of the virus into the Himalayan region.""",instructgpt
21,"""With society shutting down will Tokyo 2020 go ahead?"""""" """" ""At this stage, it is uncertain whether the Tokyo 2020 Olympic and Paralympic Games can take place as planned. The International Olympic Committee (IOC) and the Tokyo 2020 Organizing Committee are closely monitoring the situation and the potential impact of the global health crisis on the Games. They are exploring all options in order to ensure the delivery of a safe and secure Games for all participants.""",instructgpt
22,"""Despite coronavirus concerns, Inter Milan president Steven Zhang confident Serie A season will be completed"""""" """" ""Inter Milan president Steven Zhang expressed confidence that Serie A will complete its season despite ongoing concerns surrounding the coronavirus pandemic."" """" ""In an interview on Sky Sport24, Zhang spoke about his desire to see the season finish while stressing the importance of safety and preventing the spread of the virus."" """" ""He said: “We have faith. We’re sure that Serie A will be completed. Our priority remains the safety of players and fans, but we’re confident that everything will be alright and the season will end.”"" """" ""Zhang also spoke about how Inter Milan have been able to continue their training and preparation for the return of Serie A and said the club is doing its best to ensure that the players have everything they need to stay safe and healthy."" """" ""The president concluded by expressing his belief that the league will be able to resume and complete the season in a safe and secure environment. He said: “We’re sure that Serie A will complete its season. We’re confident that, in the end, everything will work out and the league will be able to resume and conclude in a safe and secure environment.”""",instructgpt
23,"""Coronavirus threat to Tokyo 2020 is 'heartbreaking,' says surfer Kanoa Igarashi"""""" """" ""The threat of the coronavirus to Tokyo 2020 is ""heartbreaking,"" according to surfer Kanoa Igarashi. The 20-year-old from California, who hopes to represent Japan at the Olympics, expressed his disappointment in a tweet on Monday."" """" """"As a potential Olympian, the potential threat of the Coronavirus is heartbreaking,"" he wrote. ""I can only hope and pray that the virus can be contained and the Olympics will still happen this summer. I am keeping my fingers crossed for everyone’s safety first. #StaySafe."""" """" ""Igarashi's tweet comes as the Japanese government and Paralympic officials move to contain the spread of the virus in the country. In response, Tokyo 2020 organisers announced on Saturday that they have implemented ""strict measures"" involving athletes, staff, and visitors."" """" ""The full extent of the impact of the virus on the Olympic Games, which are scheduled to start on July 24 and run until August 9, remains to be seen.""",instructgpt
24,"""A state-by-state breakdown of US coronavirus cases"""""" """" ""Alabama:"" ""Total Cases: 384,984"" ""Deaths: 6,955"" """" ""Alaska:"" ""Total Cases: 23,084"" ""Deaths: 293"" """" ""Arizona:"" ""Total Cases: 736,682"" ""Deaths: 13,477"" """" ""Arkansas:"" ""Total Cases: 257,319"" ""Deaths: 4,463"" """" ""California:"" ""Total Cases: 3,527,013"" ""Deaths: 48,539"" """" ""Colorado:"" ""Total Cases: 478,960"" ""Deaths: 6,156"" """" ""Connecticut:"" ""Total Cases: 318,538"" ""Deaths: 8,067"" """" ""Delaware:"" ""Total Cases: 144,302"" ""Deaths: 1,881"" """" ""Florida:"" ""Total Cases: 2,146,806"" ""Deaths: 32,137"" """" ""Georgia:"" ""Total Cases: 1,007,753"" ""Deaths: 17,839"" """" ""Hawaii:"" ""Total Cases: 26,741"" ""Deaths: 435"" """" ""Idaho:"" ""Total Cases: 205,851"" ""Deaths: 1,788"" """" ""Illinois:"" ""Total Cases: 1,279,605"" ""Deaths: 22,851"" """" ""Indiana:"" ""Total Cases: 719,231"" ""Deaths: 11,535"" """" ""Iowa:"" ""Total Cases: 293,087"" ""Deaths: 4,945"" """" ""Kansas:"" ""Total Cases: 254,757"" ""Deaths: 3,609"" """" ""Kentucky:"" ""Total Cases: 384,875"" ""Deaths: 4,709"" """" ""Louisiana:"" ""Total Cases: 423,993"" ""Deaths: 8,288"" """" ""Maine:"" ""Total Cases: 63,116"" ""Deaths: 738"" """" ""Maryland:"" ""Total Cases: 459,076"" ""Deaths: 8,155"" """" ""Massachusetts:"" ""Total Cases: 614,592"" ""Deaths: 17,043"" """" ""Michigan:"" ""Total Cases: 667,575"" ""Deaths: 16,971"" """" ""Minnesota:"" ""Total Cases: 453,226"" ""Deaths: 6,731"" """" ""Mississippi:"" ""Total Cases: 296,872"" ""Deaths: 5,279"" """" ""Missouri:"" ""Total Cases: 460,622"" ""Deaths: 7,360"" """" ""Mont""",instructgpt
25,"""Why the impact of coronavirus could be particularly bad on college campuses"""""" """" ""The impact of coronavirus could be particularly bad on college campuses due to a number of factors. College campuses have a large concentration of people, making it easier for the virus to spread quickly. Many students live in close quarters with little access to health care and limited resources for preventative measures like social distancing. Further, the value of a college education lies in close student-instructor interaction and extracurricular activities, making it difficult for universities to switch to remote learning without sacrificing the quality of the education and the student experience. This can also put extra strain on university resources to ensure that campuses are safe enough to reopen and students can return to campus.""",instructgpt
26,"""Diplomat at the UN tests positive for coronavirus"""""" """" ""If a diplomat at the United Nations has tested positive for coronavirus, it is likely that the organization will take swift and appropriate steps to contain the spread of the virus. Depending on the severity of the case and the risk of transmission, the UN may choose to quarantine the diplomat, implement additional safety measures, and possibly even close the premises. The UN will also likely communicate the situation to other staff members and to the international community, in order to inform and update them about the situation.""",instructgpt
27,"""What the US can learn from Singapore's coronavirus strategy"""""" """" ""1. Establish Clear and Specific Guidelines: Singapore was one of the first countries to respond to the coronavirus pandemic. The government established clear and specific guidelines, including travel advisories, social distancing measures, and restrictions on gatherings. These directives were regularly updated and communicated to citizens through multiple channels such as websites, social media, and SMS."" """" ""2. Leverage Technology: Singapore leveraged technology in a variety of ways to help contain the spread of the virus. This included a contact-tracing app, temperature scanning at businesses, and a monitoring system of patients' vital signs."" """" ""3. Strict Enforcement: Singapore implemented strict enforcement of its measures and imposed fines and jail time for violators. This demonstrated that the government was serious about the health and safety of its citizens."" """" ""4. Proactive Testing: Singapore implemented widespread and proactive testing for citizens. This allowed the government to identify and isolate cases quickly, preventing further spread of the virus."" """" ""5. Comprehensive Education and Awareness Campaigns: Singapore conducted a comprehensive education and awareness campaign about the virus and the importance of following safety protocols. This included TV and radio programs, online advice, and specific messaging for vulnerable populations such as the elderly.""",instructgpt
28,"""The disease expert who warned us""""was Dr. Anthony Fauci. He has been warning the public since early 2020 about the dangers of COVID-19 and the importance of following public health guidelines to mitigate the spread of the virus.""",instructgpt
29,"""Angelina Jolie: What we must do for Afghan women"""""" """" ""1. Increase access to education and health care: Afghan women have been systematically denied access to education and health care, and this must change if there is to be any hope for a better future for Afghan women and their families."" """" ""2. Increase opportunities for employment: Women must be given an equal opportunity to gain access to viable employment. This means improved access to job-training as well as encouraging employers to hire women."" """" ""3. Create a safe and secure environment: Creating a safe and secure environment for Afghan women means ensuring that there are appropriate laws in place to prevent violence against women, promoting the empowerment of women, and creating economic and social opportunities for women."" """" ""4. Foster an environment of respect and tolerance: This includes the elimination of gender stereotyping and discrimination, as well as respect for human rights and the rights of minorities."" """" ""5. Promote the access and participation of women in civil society, politics and decision making: This requires the promotion of gender-inclusive policies and laws, as well as affirmative action measures to ensure that women are allowed to fully engage in society."" """" ""6. Increase investment in the empowerment of women: This means targeting funds to empower women economically, socially, politically and culturally. This can be done through initiatives such as loans, grants and apprenticeships."" """" ""7. Support and promote the work of Afghan women’s organizations: This includes providing funds and resources to enable women’s organizations to engage in advocacy, awareness-raising and capacity building activities.""",instructgpt
30,"""Latest Headlines on CNN Business"""""" """" ""1. US economy grows at record-breaking 33.4% annualized rate in the third quarter"" ""2. Goldman Sachs reports strong earnings on higher trading activity"" ""3. Apple sells record-breaking number of iPhones in the third quarter of 2020"" ""4. US stocks mixed as investors digest election and COVID-19 headlines"" ""5. Microsoft to launch new Xbox Series X and Series S consoles this November""",instructgpt
31,"""Latest Headlines on CNN Business"""""" """" ""1. Dow posts higher close after US and China sign key trade deal"" ""2. US and China sign 'phase one' trade deal in long-awaited breakthrough"" ""3. Apple is upgrading its $999 Mac Pro with new GPUs and CPUs"" ""4. Tesla's Cybertruck sells out in just minutes"" ""5. Walmart unveils a new delivery service to compete with Amazon""",instructgpt
32,"""Latest Headlines on CNN Business"""""" """" ""1. Goldman Sachs opens start-up accelerator to tap into 'Main Street'"" ""2. Trump's labor chief expected to challenge former special counsel Robert Mueller's thought on obstruction of justice"" ""3. Taxpayers may have to foot the bill for a bailout of airlines"" ""4. Elon Musk's Starlink satellite internet service plans public beta in ‘3 to 6 months’"" ""5. Walmart's stock falls after retailer posts mixed earnings, cuts outlook""",instructgpt
33,"""Rugby World Cup 2019"""": What Japan learned from hosting"" """" ""1. Importance of Volunteers: Volunteers played a key role in delivering the Rugby World Cup 2019 and it highlighted the importance of creating a volunteer network to ensure success."" """" ""2. Managing Fan-Engagement: With over 400,000 foreign visitors to Japan for the tournament, there were multiple fan engagement activities organized around the tournament which in turn brought different cultures and people together."" """" ""3. Understanding Local Culture: Local governments and the Rugby World Cup Organising Committee worked together to create a tournament that was respectful and engaging with local communities and culture."" """" ""4. Wide Coverage: Through a wide-reaching media campaign, Japan was able to gain more exposure, reach more people and create more international awareness about the tournament."" """" ""5. Stadium Management: Stadium management was a key factor to ensure smooth running and accommodate different sized crowds. Japan learnt the importance of careful planning and management for hosting large scale events."" """" ""6. Legacy of the Rugby World Cup: The Rugby World Cup in Japan left a lasting legacy in terms of infrastructure, increased development of the sport and raising the profile of Japanese rugby.""",instructgpt
34,"""The movies that predicted an outbreak like coronavirus"""""" """" ""1. Contagion (2011)"" ""2. Outbreak (1995)"" ""3. I Am Legend (2007)"" ""4. World War Z (2013)"" ""5. The Andromeda Strain (1971)"" ""6. 12 Monkeys (1995)"" ""7. The Crazies (1973)"" ""8. The Last Man on Earth (1964)"" ""9. Quarantine (2008)"" ""10. The Cove (2009)""",instructgpt
35,"""Orlando Bloom coming home to self-quarantine"""""" """" ""Orlando Bloom has returned home to the UK and is currently self-quarantining amid the coronavirus pandemic. Bloom, who stars in the Amazon Prime show ""Carnival Row,"" had been filming in Prague when the coronavirus outbreak began. He took to Instagram to announce his decision to isolate himself, writing, ""I have decided to return to the UK and self-isolate. My priority is to keep myself and those around me safe and healthy. Be responsible, have courage and be kind!"" He went on to urge his followers to take the necessary precautions to protect themselves and others.""",instructgpt
36,"""Tom Hanks and Rita Wilson share update after coronavirus diagnosis"""""" """" ""Tom Hanks and Rita Wilson shared an update on Instagram on April 12, 2020, after testing positive for coronavirus in Australia. They shared a joint statement expressing their gratitude for the care they received and their hope that everyone take their health and the health of others seriously. The statement also included a message of support for those suffering from the virus and urged people to stay safe. They both assured everyone that although they felt weak, they had each other for support and that they would be back on their feet soon.""",instructgpt
37,"""'Bloodshot' brings Vin Diesel back to life in a superhero-like origin story"""""" """" ""'Bloodshot' is an action-packed origin story about a deceased soldier brought back to life as a superhero-like being. Vin Diesel stars as Raymond Garrison/Bloodshot, a former U.S. Marine killed in action and brought back to life by a team of scientists. With powers of regeneration and nanotechnology in his blood, Bloodshot is able to heal instantly and is able to shape-shift as well as control technology. He is then tasked with hunting down a group of powerful, dangerous criminals and stopping them from wreaking havoc. With the help of a team of fellow enhanced soldiers, including Eiza Gonzalez, Sam Heughan and Toby Kebbell, Bloodshot must use his new abilities to protect the world from the evil forces that threaten to destroy it.""",instructgpt
38,"""Jay Electronica finally releases debut album""""[A Written Testimony]"" """" ""Yes, it's true! After years of anticipation, hip-hop star Jay Electronica has finally released his debut album, A Written Testimony. The album features guest appearances by Jay-Z, Travis Scott and James Blake, among others. It’s a highly-anticipated project from the enigmatic artist, and fans are already calling it one of the year’s best releases.""",instructgpt
39,"""'A Quiet Place II' release delayed by coronavirus"""""" """" ""The release date for the highly anticipated sequel A Quiet Place II has been postponed due to the ongoing coronavirus outbreak. The movie was originally scheduled to be released in theaters on March 20, but has now been delayed until April 23."" """" ""The decision to delay the release was announced by Paramount Pictures in an official statement. In the statement, the studio highlighted the importance of “minimizing health risks to large audiences”, which factored into the decision to delay the movie until April."" """" ""The studio also noted that the delay was necessary to give theaters the time necessary to “get back on their feet” following the period of closures and disruption due to the coronavirus pandemic."" """" ""The delay is yet another example of the impact that the coronavirus is having on the entertainment industry. Numerous films have been affected by the pandemic, with some being delayed indefinitely and others being released directly to streaming services.""",instructgpt
